wheel,name,specifier,url,extras,marker
pyupgrade-3.10.1-py2.py3-none-any.whl,tokenize-rt,>=5.2.0,,[],
rdflib-7.0.0-py3-none-any.whl,berkeleydb,"<19.0.0,>=18.1.0",,[],"extra == ""berkeleydb"""
rdflib-7.0.0-py3-none-any.whl,html5lib,"<2.0,>=1.0",,[],"extra == ""html"""
rdflib-7.0.0-py3-none-any.whl,isodate,"<0.7.0,>=0.6.0",,[],
rdflib-7.0.0-py3-none-any.whl,lxml,"<5.0.0,>=4.3.0",,[],"extra == ""lxml"""
rdflib-7.0.0-py3-none-any.whl,networkx,"<3.0.0,>=2.0.0",,[],"extra == ""networkx"""
rdflib-7.0.0-py3-none-any.whl,pyparsing,"<4,>=2.1.0",,[],
sherlock-0.4.1-py3-none-any.whl,filelock,"<4.0.0,>=3.7.1",,[],"extra == ""all"" or extra == ""filelock"""
sherlock-0.4.1-py3-none-any.whl,kubernetes,"<25.0.0,>=24.2.0",,[],"extra == ""all"" or extra == ""kubernetes"""
sherlock-0.4.1-py3-none-any.whl,pylibmc,"<2.0.0,>=1.6.1",,[],"extra == ""all"" or extra == ""memcached"""
sherlock-0.4.1-py3-none-any.whl,python-etcd,"<0.5.0,>=0.4.5",,[],"extra == ""etcd"""
sherlock-0.4.1-py3-none-any.whl,redis,"<5.0.0,>=4.3.4",,[],"extra == ""all"" or extra == ""redis"""
tox-4.11.1-py3-none-any.whl,build,>=0.10,,"[""virtualenv""]","extra == ""testing"""
tox-4.11.1-py3-none-any.whl,cachetools,>=5.3.1,,[],
tox-4.11.1-py3-none-any.whl,chardet,>=5.2,,[],
tox-4.11.1-py3-none-any.whl,colorama,>=0.4.6,,[],
tox-4.11.1-py3-none-any.whl,covdefaults,>=2.3,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,detect-test-pollution,>=1.1.1,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,devpi-process,>=1,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,diff-cover,>=7.7,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,distlib,>=0.3.7,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,filelock,>=3.12.3,,[],
tox-4.11.1-py3-none-any.whl,flaky,>=3.7,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,furo,>=2023.8.19,,[],"extra == ""docs"""
tox-4.11.1-py3-none-any.whl,hatch-vcs,>=0.3,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,hatchling,>=1.18,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,importlib-metadata,>=6.8,,[],"python_version < ""3.8"""
tox-4.11.1-py3-none-any.whl,packaging,>=23.1,,[],
tox-4.11.1-py3-none-any.whl,platformdirs,>=3.10,,[],
tox-4.11.1-py3-none-any.whl,pluggy,>=1.3,,[],
tox-4.11.1-py3-none-any.whl,psutil,>=5.9.5,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,pyproject-api,>=1.6.1,,[],
tox-4.11.1-py3-none-any.whl,pytest,>=7.4,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,pytest-cov,>=4.1,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,pytest-mock,>=3.11.1,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,pytest-xdist,>=3.3.1,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,re-assert,>=1.1,,[],"extra == ""testing"""
tox-4.11.1-py3-none-any.whl,sphinx,>=7.2.4,,[],"extra == ""docs"""
tox-4.11.1-py3-none-any.whl,sphinx-argparse-cli,>=1.11.1,,[],"extra == ""docs"""
tox-4.11.1-py3-none-any.whl,sphinx-autodoc-typehints,"!=1.23.4,>=1.24",,[],"extra == ""docs"""
tox-4.11.1-py3-none-any.whl,sphinx-copybutton,>=0.5.2,,[],"extra == ""docs"""
tox-4.11.1-py3-none-any.whl,sphinx-inline-tabs,>=2023.4.21,,[],"extra == ""docs"""
tox-4.11.1-py3-none-any.whl,sphinxcontrib-towncrier,>=0.2.1a0,,[],"extra == ""docs"""
tox-4.11.1-py3-none-any.whl,time-machine,>=2.12,,[],"implementation_name != ""pypy"" and extra == ""testing"""
tox-4.11.1-py3-none-any.whl,tomli,>=2.0.1,,[],"python_version < ""3.11"""
tox-4.11.1-py3-none-any.whl,towncrier,>=23.6,,[],"extra == ""docs"""
tox-4.11.1-py3-none-any.whl,typing-extensions,>=4.7.1,,[],"python_version < ""3.8"""
tox-4.11.1-py3-none-any.whl,virtualenv,>=20.24.3,,[],
tox-4.11.1-py3-none-any.whl,wheel,>=0.41.2,,[],"extra == ""testing"""
virtualenv-20.24.4-py3-none-any.whl,covdefaults,>=2.3,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,coverage,>=7.2.7,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,coverage-enable-subprocess,>=1,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,distlib,"<1,>=0.3.7",,[],
virtualenv-20.24.4-py3-none-any.whl,filelock,"<4,>=3.12.2",,[],
virtualenv-20.24.4-py3-none-any.whl,flaky,>=3.7,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,furo,>=2023.7.26,,[],"extra == ""docs"""
virtualenv-20.24.4-py3-none-any.whl,importlib-metadata,>=6.6,,[],"python_version < ""3.8"""
virtualenv-20.24.4-py3-none-any.whl,packaging,>=23.1,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,platformdirs,"<4,>=3.9.1",,[],
virtualenv-20.24.4-py3-none-any.whl,proselint,>=0.13,,[],"extra == ""docs"""
virtualenv-20.24.4-py3-none-any.whl,pytest,>=7.4,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,pytest-env,>=0.8.2,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,pytest-freezer,>=0.4.8,,[],"platform_python_implementation == ""PyPy"" and extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,pytest-mock,>=3.11.1,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,pytest-randomly,>=3.12,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,pytest-timeout,>=2.1,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,setuptools,>=68,,[],"extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,sphinx,>=7.1.2,,[],"extra == ""docs"""
virtualenv-20.24.4-py3-none-any.whl,sphinx-argparse,>=0.4,,[],"extra == ""docs"""
virtualenv-20.24.4-py3-none-any.whl,sphinxcontrib-towncrier,>=0.2.1a0,,[],"extra == ""docs"""
virtualenv-20.24.4-py3-none-any.whl,time-machine,>=2.10,,[],"platform_python_implementation == ""CPython"" and extra == ""test"""
virtualenv-20.24.4-py3-none-any.whl,towncrier,>=23.6,,[],"extra == ""docs"""
xonsh-0.14.1-py311-none-any.whl,coverage,>=5.3.1,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,distro,,,[],"platform_system == ""Linux"" and extra == ""full"""
xonsh-0.14.1-py311-none-any.whl,distro,,,[],"extra == ""linux"""
xonsh-0.14.1-py311-none-any.whl,doctr,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,furo,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,gnureadline,,,[],"platform_system == ""Darwin"" and extra == ""full"""
xonsh-0.14.1-py311-none-any.whl,gnureadline,,,[],"extra == ""mac"""
xonsh-0.14.1-py311-none-any.whl,livereload,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,matplotlib,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,myst-parser,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,numpydoc,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,pre-commit,,,[],"extra == ""dev"""
xonsh-0.14.1-py311-none-any.whl,prompt-toolkit,>=3.0.29,,[],"extra == ""bestshell"""
xonsh-0.14.1-py311-none-any.whl,prompt-toolkit,>=3.0.29,,[],"extra == ""ptk"""
xonsh-0.14.1-py311-none-any.whl,prompt-toolkit,>=3.0.29,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,psutil,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,pygments,>=2.2,,[],"extra == ""bestshell"""
xonsh-0.14.1-py311-none-any.whl,pygments,>=2.2,,[],"extra == ""pygments"""
xonsh-0.14.1-py311-none-any.whl,pygments,>=2.2,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,pyperclip,,,[],"extra == ""ptk"""
xonsh-0.14.1-py311-none-any.whl,pyte,>=0.8.0,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,pytest,>=7,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,pytest-cov,,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,pytest-mock,,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,pytest-rerunfailures,,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,pytest-subprocess,,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,pytest-timeout,,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,pyzmq,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,re-ver,,,[],"extra == ""dev"""
xonsh-0.14.1-py311-none-any.whl,restructuredtext-lint,,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,runthis-sphinxext,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,setproctitle,,,[],"platform_system == ""Windows"" and extra == ""full"""
xonsh-0.14.1-py311-none-any.whl,setproctitle,,,[],"extra == ""proctitle"""
xonsh-0.14.1-py311-none-any.whl,sphinx,"<5,>=3.1",,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,tomli,,,[],"extra == ""dev"""
xonsh-0.14.1-py311-none-any.whl,tornado,,,[],"extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,ujson,,,[],"extra == ""full"""
xonsh-0.14.1-py311-none-any.whl,virtualenv,>=20.16.2,,[],"extra == ""test"""
xonsh-0.14.1-py311-none-any.whl,xonsh,,,"[""doc"",""test""]","extra == ""dev"""
xonsh-0.14.1-py311-none-any.whl,xonsh,,,"[""bestshell""]","extra == ""doc"""
xonsh-0.14.1-py311-none-any.whl,xonsh,,,"[""ptk"",""pygments""]","extra == ""full"""
xonsh-0.14.1-py311-none-any.whl,xonsh,,,"[""bestshell""]","extra == ""test"""
yq-3.2.2-py3-none-any.whl,PyYAML,>=5.3.1,,[],
yq-3.2.2-py3-none-any.whl,argcomplete,>=1.8.1,,[],
yq-3.2.2-py3-none-any.whl,build,,,[],"extra == ""tests"""
yq-3.2.2-py3-none-any.whl,coverage,,,[],"extra == ""tests"""
yq-3.2.2-py3-none-any.whl,mypy,,,[],"extra == ""tests"""
yq-3.2.2-py3-none-any.whl,ruff,,,[],"extra == ""tests"""
yq-3.2.2-py3-none-any.whl,tomlkit,>=0.11.6,,[],
yq-3.2.2-py3-none-any.whl,wheel,,,[],"extra == ""tests"""
yq-3.2.2-py3-none-any.whl,xmltodict,>=0.11.0,,[],
